"shift","Dxy","C (ROC)","R2","D","D:Chi-sq","D:p","U","U:Chi-sq","U:p","Q","Brier","Intercept","Slope","Emax","E90","Eavg","S:z","S:p","type_shift","model","alpha","drift","slope","ncase.dev","ncase.ext"
1.06906362495543,0.601281805769219,0.800640902884609,0.255509340806905,0.160188307384924,1602.88307384924,0,0.00574847042343972,59.4847042343972,1.21125331986605e-13,0.154439836961484,0.112098891247385,-0.391157734545811,1.3081890699003,0.0424730391821965,0.0377168801954137,0.0188504808878222,-2.55914062966477,0.0104931283916526,"optimal","correct",0.5,1,1.33,5688,8438
-2,0.584844367547698,0.792422183773849,-7.87185753674918,-1.71620065204359,-17161.0065204359,1,1.826879786047,18270.79786047,0,-3.54308043809058,0.483653131503413,3.53254779964451,1.21202408014532,0.652606041958842,0.650751145334642,0.604570021519539,155.425625889896,0,"other","incorrect",0.5,1,1.33,5688,8438
-1.5,0.584844367547698,0.792422183773849,-3.74612419388733,-1.15426691030433,-11541.6691030433,1,1.26494604430774,12651.4604430774,0,-2.41921295461207,0.378860674151561,2.92653575957185,1.21202408014532,0.564149537187896,0.543846031060812,0.512588694619462,106.439874635543,0,"other","incorrect",0.5,1,1.33,5688,8438
-1,0.584844367547698,0.792422183773849,-1.72299773460708,-0.692600850141166,-6925.00850141166,1,0.803279984144576,8034.79984144576,0,-1.49588083428574,0.281442564148067,2.3205237194992,1.21202408014534,0.573247409644925,0.441786110449173,0.407369799911751,43.2653361537513,0,"other","incorrect",0.5,1,1.33,5688,8438
-0.5,0.584844367547698,0.792422183773849,-0.699546298174872,-0.340479374014882,-3403.79374014882,1,0.451158508018292,4513.58508018292,0,-0.791637882033174,0.204217899350295,1.71451167942653,1.21202408014534,0.592297257399475,0.346844488736838,0.297519304368108,-10.5572104254584,4.70434533378694e-26,"other","incorrect",0.5,1,1.33,5688,8438
0,0.584844367547698,0.792422183773849,-0.176725285960476,-0.0976222335831393,-975.222335831393,1,0.208301367586549,2085.01367586549,0,-0.305923601169688,0.153356090043001,1.10849963935386,1.21202408014534,0.625161536962475,0.225857300993102,0.192608376464178,-26.0281851049706,2.37625780809368e-149,"no","incorrect",0.5,1,1.33,5688,8438
0.5,0.584844367547698,0.792422183773849,0.076618748443908,0.0453271839771645,454.271839771645,0,0.0653519500262453,655.519500262453,0,-0.0200247660490808,0.127253996712398,0.502487599281188,1.21202408014535,0.673448878881132,0.111929684700606,0.100410385356785,-19.9376111083419,1.92018297660825e-88,"other","incorrect",0.5,1,1.33,5688,8438
1,0.584844367547698,0.792422183773849,0.170407864691105,0.103899399481831,1039.99399481831,0,0.00677973452157903,69.7973452157903,6.66133814775094e-16,0.0971196649602522,0.119323222512367,-0.103524440791484,1.21202408014535,0.734476413247236,0.072373668676435,0.0564264181391936,-6.01458032586973,1.80353321376314e-09,"other","incorrect",0.5,1,1.33,5688,8438
1.5,0.584844367547698,0.792422183773849,0.158147288256324,0.0960447962994192,961.447962994192,0,0.0146343377039907,148.343377039907,0,0.0814104585954285,0.121873408332421,-0.709536480864196,1.21202408014537,0.797958236473904,0.15269049570646,0.0665429048954675,10.9170572681808,9.55413174007019e-28,"other","incorrect",0.5,1,1.33,5688,8438
2,0.584844367547698,0.792422183773849,0.0661013666685337,0.0389678959288531,390.678959288531,0,0.071711238074557,719.11238074557,0,-0.0327433421457039,0.128758912482258,-1.3155485209369,1.21202408014537,0.842447212867053,0.217740355213862,0.0892761450715654,29.5072228700873,2.32583782036466e-191,"other","incorrect",0.5,1,1.33,5688,8438
1.40982140339041,0.584844367547698,0.792422183773849,0.166785358245328,0.101572252482936,1016.72252482936,0,0.0091068815204736,93.068815204736,0,0.0924653709624626,0.120945339892126,-0.600237850259632,1.21202408014535,0.787128277602138,0.139158255725763,0.0631295803903719,7.72647513271193,1.10565385827115e-14,"recalibration","incorrect",0.5,1,1.33,5688,8438
1.17690350525868,0.584844367547698,0.792422183773849,0.176438318208825,0.107785496494467,1078.85496494467,0,0.00289363750894318,30.9363750894317,1.91536481120025e-07,0.104891858985524,0.11939289308483,-0.317935749027134,1.21202408014535,0.757503063803996,0.100635233071681,0.0570077574163302,-0.255047357685194,0.79868652224609,"optimal","incorrect",0.5,1,1.33,5688,8438
-2,0.600193413703299,0.80009670685165,-5.03062147981527,-1.34235432010576,-13422.5432010576,1,1.49995386396073,15001.5386396073,0,-2.84230818406648,0.389454986494545,3.64475691455563,1.30748577189439,0.628583752036655,0.620310590113503,0.501291483096805,112.498632691031,0,"other","correct",0.6,1,1.33,5843,8556
-1.5,0.600193413703299,0.80009670685165,-2.49142826898534,-0.875738381731129,-8756.38381731129,1,1.0333379255861,10335.379255861,0,-1.90907630731722,0.310442439113702,2.99101402860845,1.30748577189439,0.536102109974587,0.535437239523025,0.418178787283042,67.788846840763,0,"other","correct",0.6,1,1.33,5843,8556
-1,0.600193413703299,0.80009670685165,-1.14200246996475,-0.495959156828369,-4958.59156828369,1,0.653558700683334,6537.58700683334,0,-1.1495178575117,0.238138234391034,2.33727114266126,1.3074857718944,0.45530527803925,0.454519379676308,0.329771228267663,29.570056813647,3.62739173872676e-192,"other","correct",0.6,1,1.33,5843,8556
-0.5,0.600193413703299,0.80009670685165,-0.40847945937029,-0.206790753529332,-2066.90753529332,1,0.364390297384298,3645.90297384298,0,-0.57118105091363,0.17843522583295,1.68352825671406,1.3074857718944,0.358593196675102,0.356388227276952,0.239881843501377,-1.22552784077624,0.220376406947135,"other","correct",0.6,1,1.33,5843,8556
0,0.600193413703299,0.80009670685165,-0.013123184294562,-0.00744933938157428,-73.4933938157428,1,0.16504888323654,1652.4888323654,0,-0.172498222618114,0.136190317409549,1.02978537076685,1.30748577189441,0.241250124633755,0.238761601946668,0.153402024035412,-19.2017706523882,3.57688266859224e-82,"no","correct",0.6,1,1.33,5843,8556
0.5,0.600193413703299,0.80009670685165,0.18262688631941,0.108212385899078,1083.12385899078,0,0.049387157955888,495.87157955888,0,0.0588252279431898,0.113050156249706,0.376042484819646,1.30748577189441,0.112966932849561,0.112086446338797,0.0756026466005109,-18.5055886551616,1.86134276135325e-76,"other","correct",0.6,1,1.33,5843,8556
1,0.600193413703299,0.80009670685165,0.25002414423379,0.151346453713764,1514.46453713764,0,0.00625309014120148,64.5309014120148,9.65894031423886e-15,0.145093363572563,0.106176236199243,-0.277700401127578,1.30748577189443,0.021895749855416,0.0213360291617468,0.0142728386441662,-5.39238302890196,6.95293600270864e-08,"other","correct",0.6,1,1.33,5843,8556
1.5,0.600193413703299,0.80009670685165,0.226760328365864,0.136246479403341,1363.46479403341,0,0.0213530644516245,215.530644516245,0,0.114893414951716,0.109585901953542,-0.931443287074791,1.30748577189443,0.120220818565905,0.112868104248334,0.0438901243966737,11.5314197238846,9.16202078706545e-31,"other","correct",0.6,1,1.33,5843,8556
2,0.600193413703299,0.80009670685165,0.133109539867367,0.0776664852941324,777.664852941324,0,0.0799330585608309,801.330585608309,0,-0.00226657326669846,0.117220519281632,-1.58518617305235,1.30748577191051,0.20504918288182,0.192985985078233,0.077940429472881,29.6979315830503,8.1656677062275e-194,"other","correct",0.6,1,1.33,5843,8556
1.43876504744773,0.600193413703299,0.80009670685165,0.233687491682008,0.140718941951847,1408.18941951847,0,0.0168806019031183,170.806019031183,0,0.123838340048729,0.108834465268746,-0.851379457870022,1.3074857718944,0.108149276265509,0.101392480920124,0.0391240576662374,9.38303755257449,6.4098937354499e-21,"recalibration","correct",0.6,1,1.33,5843,8556
1.10142109965342,0.600193413703299,0.80009670685165,0.251791195209684,0.152502774802621,1526.02774802621,0,0.00509676905234446,52.9676905234446,3.14925863165172e-12,0.147406005750276,0.106251522250765,-0.410307045894298,1.30748577189442,0.0355494075529426,0.0319854453481023,0.0163089776485042,-2.10847652933617,0.0349897908571697,"optimal","correct",0.6,1,1.33,5843,8556
-2,0.567439997720736,0.783719998860368,-8.89957197935611,-1.79225295207845,-17921.5295207845,1,1.881828266585,18820.28266585,0,-3.67408121866345,0.495799496748485,3.63862261653676,1.26013255516243,0.664028599535312,0.662163395385045,0.620414299322504,157.259368214431,0,"other","incorrect",0.6,1,1.33,5843,8556
-1.5,0.567439997720736,0.783719998860368,-4.22677108072708,-1.21674009641046,-12166.4009641046,1,1.30631541091702,13065.1541091702,0,-2.52305550732748,0.387516269498584,3.00855633895556,1.26013255516245,0.664518770606449,0.554954311176633,0.52710251913752,109.876521597248,0,"other","incorrect",0.6,1,1.33,5843,8556
-1,0.567439997720736,0.783719998860368,-1.9610738796246,-0.743132090916847,-7430.32090916847,1,0.832707405423401,8329.07405423401,0,-1.57583949634025,0.285877148585636,2.37849006137435,1.26013255516246,0.685471363574349,0.45956568872992,0.419541639967803,45.7816266037333,0,"other","incorrect",0.6,1,1.33,5843,8556
-0.5,0.567439997720736,0.783719998860368,-0.825914434139231,-0.381435197536896,-3813.35197536896,1,0.47101051204345,4712.1051204345,0,-0.852445709580346,0.204918852294721,1.74842378379312,1.26013255516246,0.718293906476489,0.356086236754903,0.306848702713022,-14.3115962111189,1.85212874217801e-46,"other","incorrect",0.6,1,1.33,5843,8556
0,0.567439997720736,0.783719998860368,-0.249676544800861,-0.131427091135804,-1313.27091135804,1,0.221002405642359,2212.02405642359,0,-0.352429496778163,0.151541895069244,1.11835750621189,1.26013255516246,0.763555015073239,0.22958050135679,0.19944235250235,-29.4710016605559,6.77633993436142e-191,"no","incorrect",0.6,1,1.33,5843,8556
0.5,0.567439997720736,0.783719998860368,0.0300612082869716,0.0169414926620422,170.414926620422,0,0.0726338218445123,728.338218445123,0,-0.0556923291824701,0.123983633020538,0.488291228630652,1.26013255516247,0.816734145599669,0.123144978417363,0.105797472151784,-21.8512255500727,7.56747140813701e-106,"other","incorrect",0.6,1,1.33,5843,8556
1,0.567439997720736,0.783719998860368,0.137449429286751,0.0803066519343612,804.066519343612,0,0.00926866257219317,94.6866257219317,0,0.071037989362168,0.115030475024106,-0.141775048950586,1.26013255516247,0.866965182356752,0.0813402100020126,0.0631679291935696,-7.39308308117363,1.4346277265613e-13,"other","incorrect",0.6,1,1.33,5843,8556
1.5,0.567439997720736,0.783719998860368,0.133098379780976,0.0776597050461076,777.597050461076,0,0.0119156094604467,121.156094604467,0,0.0657440955856608,0.116508001216006,-0.77184132653181,1.26013255516246,0.896899956825963,0.152407574845853,0.0687265294697252,9.31512004437409,1.21814710475485e-20,"other","incorrect",0.6,1,1.33,5843,8556
2,0.567439997720736,0.783719998860368,0.0473327227751424,0.0268655803907089,269.655803907089,0,0.062709734115845,629.09734115845,0,-0.0358441537251361,0.122155756163835,-1.40190760411301,1.26013255516245,0.885390644578651,0.210877109398972,0.0866839171595359,27.293483428417,5.06857226531052e-164,"other","incorrect",0.6,1,1.33,5843,8556
1.43876504744773,0.567439997720736,0.783719998860368,0.138432945923654,0.080905943195878,810.05943195878,0,0.00866937131067616,88.6937131067616,0,0.0722365718852018,0.116002481688154,-0.694677169306869,1.26013255516247,0.895040076724328,0.143882523458281,0.0670164842799214,7.19763355863433,6.12665278564049e-13,"recalibration","incorrect",0.6,1,1.33,5843,8556
1.22022940743141,0.567439997720736,0.783719998860368,0.147034408795343,0.086162479118301,862.62479118301,0,0.00341283538825364,36.1283538825364,1.42832695670947e-08,0.0827496437300474,0.114827498604781,-0.419293294859062,1.26013255516248,0.883887895462116,0.111229699314655,0.0627747589489139,-0.208959891098601,0.83447954965284,"optimal","incorrect",0.6,1,1.33,5843,8556
-2,0.607160462692088,0.803580231346044,-4.77063842516879,-1.29007283562037,-12899.7283562037,1,1.44558105359364,14457.8105359364,0,-2.73565388921401,0.375616277172523,3.58850970448856,1.28332009058228,0.620844950006297,0.616128522244381,0.485865313547967,106.140246739316,0,"other","correct",0.7,1,1.33,5981,8620
-1.5,0.607160462692088,0.803580231346044,-2.37795791032207,-0.838334736486878,-8382.34736486878,1,0.993842954460143,9940.42954460143,0,-1.83217769094702,0.299259276502087,2.94684965919743,1.28332009058229,0.53624151540261,0.536078392410786,0.404323001369975,63.988764017975,0,"other","correct",0.7,1,1.33,5981,8620
-1,0.607160462692088,0.803580231346044,-1.09127685374725,-0.471492452913178,-4713.92452913178,1,0.627000670886443,6272.00670886443,0,-1.09849312379962,0.22943509581907,2.30518961390628,1.28332009058229,0.45972832565684,0.458431188473763,0.318124581904656,27.7206251530464,3.93962702973102e-169,"other","correct",0.7,1,1.33,5981,8620
-0.5,0.607160462692088,0.803580231346044,-0.38511203723803,-0.192804937889613,-1927.04937889613,1,0.348313155862877,3485.13155862877,0,-0.54111809375249,0.171800047094511,1.66352956869782,1.28332009072678,0.360635246590503,0.358114478452587,0.230820096975927,-1.91111092720768,0.055990327197776,"other","correct",0.7,1,1.33,5981,8620
0,0.607160462692088,0.803580231346044,-0.00202946079447719,-0.00121933595403816,-11.1933595403816,1,0.156727553927302,1569.27553927302,0,-0.15794688988134,0.131100996580763,1.02186952333443,1.28332009072678,0.241590649115644,0.238969821472027,0.14707235182362,-19.199221936139,3.75677285890423e-82,"no","correct",0.7,1,1.33,5981,8620
0.5,0.607160462692088,0.803580231346044,0.188076557461936,0.109481058803441,1095.81058803441,0,0.0460271591698229,462.271591698229,0,0.063453899633618,0.108911482785403,0.38020947797103,1.28332009072679,0.112848618687831,0.111921219490318,0.071976966697702,-18.0193840846518,1.37263116028509e-72,"other","correct",0.7,1,1.33,5981,8620
1,0.607160462692088,0.803580231346044,0.253082718781635,0.150332599723092,1504.32599723092,0,0.00517561825017228,53.7561825017228,2.12319051229315e-12,0.145156981472919,0.102366194519307,-0.261450567392341,1.28332009072677,0.0212274381593455,0.0205032131171794,0.0127995291381007,-4.93962470286582,7.82730733020594e-07,"other","correct",0.7,1,1.33,5981,8620
1.5,0.607160462692088,0.803580231346044,0.229517297541737,0.13532993971171,1354.2993971171,0,0.020178278261554,203.78278261554,0,0.115151661450156,0.105591618631251,-0.903110612755759,1.28332009072679,0.117525207847042,0.110572700516484,0.0418560844147011,11.6399980540643,2.58021501448399e-31,"other","correct",0.7,1,1.33,5981,8620
2,0.607160462692088,0.803580231346044,0.137462616099154,0.0787906901556516,788.906901556516,0,0.0767175278176112,769.175278176112,0,0.00207316233804049,0.112760009319519,-1.54477065811922,1.28332009072682,0.200172337254048,0.188860120635138,0.0747389060598051,29.4058259278312,4.62617831528226e-190,"other","correct",0.7,1,1.33,5981,8620
1.43444692291113,0.607160462692088,0.803580231346044,0.236825931931372,0.139958866958243,1400.58866958243,0,0.0155493510150206,157.493510150206,0,0.124409515943223,0.104835442925611,-0.818985031918637,1.28332009072678,0.104867446664435,0.0985111937754099,0.0368789133646039,9.39196591900641,5.88906357774792e-21,"recalibration","correct",0.7,1,1.33,5981,8620
1.09621090685562,0.607160462692088,0.803580231346044,0.254639672812652,0.151331788765272,1514.31788765272,0,0.00417642920799235,43.7642920799235,3.13837400511829e-10,0.147155359557279,0.102426525713578,-0.384919957107222,1.28332009072678,0.0332378923683117,0.0298970922921444,0.0145742830767658,-1.88046794735678,0.0600443307660559,"optimal","correct",0.7,1,1.33,5981,8620
-2,0.558788627727899,0.77939431386395,-9.18548655158219,-1.80329912747963,-18031.9912747963,1,1.88286161106115,18830.6161106115,0,-3.68616073854078,0.497182149029447,3.68750681920632,1.3002158668132,0.707335327729805,0.665171089754013,0.624796125588854,156.045166191534,0,"other","incorrect",0.7,1,1.33,5981,8620
-1.5,0.558788627727899,0.77939431386395,-4.35554626871716,-1.22493907335877,-12248.3907335877,1,1.3045015569403,13047.015569403,0,-2.52944063029907,0.386868151899593,3.03739888579973,1.3002158668132,0.724700991891955,0.55704873459523,0.529933883748411,109.173719108771,0,"other","incorrect",0.7,1,1.33,5981,8620
-1,0.558788627727899,0.77939431386395,-2.02386451490897,-0.750040625476737,-7499.40625476737,1,0.829603109058262,8298.03109058262,0,-1.579643734535,0.283517005854313,2.38729095239313,1.30021586681322,0.752262473934672,0.461193281121439,0.420645778495017,43.6939798945462,0,"other","incorrect",0.7,1,1.33,5981,8620
-0.5,0.558788627727899,0.77939431386395,-0.860191469214818,-0.388553668219892,-3884.53668219892,1,0.468116151801416,4683.16151801416,0,-0.856669820021307,0.201649510732018,1.73718301898653,1.30021586681322,0.792183558089086,0.352026819473575,0.306467748325183,-18.6512968656515,1.23251091595558e-77,"other","incorrect",0.7,1,1.33,5981,8620
0,0.558788627727899,0.77939431386395,-0.271594349838676,-0.139757564402428,-1396.57564402428,1,0.219320047983952,2195.20047983952,0,-0.35907761238638,0.148173553135984,1.08707508557991,1.30021586681322,0.842634701354982,0.222305386226663,0.198282089773479,-31.5055527016189,7.29117465817879e-218,"no","incorrect",0.7,1,1.33,5981,8620
0.5,0.558788627727899,0.77939431386395,0.0131957734901524,0.00720876224387439,73.0876224387439,0,0.0723537213376495,725.537213376495,0,-0.0651449590937751,0.120877965453908,0.436967152173309,1.30021586681322,0.895240056953448,0.126275343487291,0.104763422533005,-22.4120047235151,3.00596403942286e-111,"other","incorrect",0.7,1,1.33,5981,8620
1,0.558788627727899,0.77939431386395,0.122344387080242,0.0698033218653008,699.033218653008,0,0.00975916171622384,99.5916171622384,0,0.0600441601490769,0.112050830453838,-0.213140781233321,1.30021586681323,0.934651248500672,0.0839592219223424,0.0663948998858466,-7.5359926573023,4.84633855169841e-14,"other","incorrect",0.7,1,1.33,5981,8620
1.5,0.558788627727899,0.77939431386395,0.118577245988815,0.0675763756942453,676.763756942453,0,0.0119861078872791,121.861078872791,0,0.0555902678069662,0.113295584146902,-0.86324871463993,1.30021586681323,0.940855754228946,0.155421077825352,0.0704885617447585,9.08129565702105,1.07289951395782e-19,"other","incorrect",0.7,1,1.33,5981,8620
2,0.558788627727899,0.77939431386395,0.0335549129323673,0.0185909490613862,186.909490613862,0,0.0609715345201383,611.715345201383,0,-0.0423805854587521,0.118416939010268,-1.51335664804654,1.30021586681323,0.897006157765963,0.209770313234954,0.0859064486477492,26.7740271964134,6.48547289958355e-158,"other","incorrect",0.7,1,1.33,5981,8620
1.43444692291113,0.558788627727899,0.77939431386395,0.12418000951645,0.0708902500681414,709.902500681414,0,0.00867223351338298,88.7223351338298,0,0.0622180165547584,0.11280753846319,-0.77801556369052,1.30021586681321,0.942641034511539,0.146875121439459,0.0689770678926421,6.84303183804992,7.7534410882153e-12,"recalibration","incorrect",0.7,1,1.33,5981,8620
1.22317479930027,0.558788627727899,0.77939431386395,0.132242823879954,0.0756785302294357,757.785302294357,0,0.00388395335208843,40.8395335208843,1.35459032879481e-09,0.0717945768773473,0.111797388677352,-0.50331619635638,1.30021586681322,0.94274572090588,0.117162424499389,0.0656849694119222,-0.254693159563778,0.798960099936,"optimal","incorrect",0.7,1,1.33,5981,8620
-2,0.616561526475635,0.808280763237818,-4.67886865044875,-1.25952839991514,-12594.2839991514,1,1.414411234162,14146.11234162,0,-2.67393963407713,0.365254225597316,3.62215603666158,1.29707891848179,0.616393684246732,0.61466289896477,0.47533387656279,101.801696106813,0,"other","correct",0.8,1,1.33,6104,8694
-1.5,0.616561526475635,0.808280763237818,-2.34647242177735,-0.817895154711119,-8177.95154711119,1,0.972777988957977,9729.77988957977,0,-1.7906731436691,0.290606788002091,2.97361657742067,1.29707891848178,0.543932291621078,0.54365941010977,0.39515308498122,61.3547806731001,0,"other","correct",0.8,1,1.33,6104,8694
-1,0.616561526475635,0.808280763237818,-1.08144509282674,-0.459576443548455,-4594.76443548455,1,0.614459277795313,6146.59277795313,0,-1.07403572134377,0.222334556264174,2.32507711817979,1.29707891848179,0.466095737141915,0.464262830156701,0.310746505140234,26.2460527548821,7.92908875018885e-152,"other","correct",0.8,1,1.33,6104,8694
-0.5,0.616561526475635,0.808280763237818,-0.382068616626421,-0.187456530668819,-1873.56530668819,1,0.342339364915677,3425.39364915677,0,-0.529795895584496,0.165962818952525,1.6765376589389,1.29707891848179,0.364987701819751,0.36198827011913,0.22549550722821,-2.79022509645639,0.00526714082184843,"other","correct",0.8,1,1.33,6104,8694
0,0.616561526475635,0.808280763237818,-0.000287531887855212,-0.000255059644134872,-1.55059644134872,1,0.155137893890993,1553.37893890993,0,-0.155392953535128,0.126164650374185,1.027998199698,1.29707891848179,0.244603801466018,0.241624223640229,0.143946724712455,-19.6773457479308,3.37206258216442e-86,"no","correct",0.8,1,1.33,6104,8694
0.5,0.616561526475635,0.808280763237818,0.190549533624847,0.108339867288736,1084.39867288736,0,0.0465429669581218,467.429669581218,0,0.0617969003306142,0.104436387860834,0.379458740457109,1.29707891848179,0.115667868932093,0.114528960357818,0.0710799758738742,-18.1776876922353,7.75348102854417e-74,"other","correct",0.8,1,1.33,6104,8694
1,0.616561526475635,0.808280763237818,0.257326837246461,0.149307011042998,1494.07011042998,0,0.00557582320386018,57.7582320386018,2.87103674168065e-13,0.143731187839138,0.0978774154983602,-0.269080718783765,1.29707891848177,0.0227501230162285,0.0216811031730928,0.01252535897087,-5.23450786863972,1.65425024804528e-07,"other","correct",0.8,1,1.33,6104,8694
1.5,0.616561526475635,0.808280763237818,0.236603635326493,0.136413029729924,1365.13029729924,0,0.0184698045169339,186.698045169339,0,0.11794322521299,0.100711465809706,-0.917620178024637,1.29707891848176,0.111921985031668,0.105032700667317,0.038983512129873,10.9462520685905,6.92541857446442e-28,"other","correct",0.8,1,1.33,6104,8694
2,0.616561526475635,0.808280763237818,0.148905514583519,0.0836161278613286,837.161278613286,0,0.0712667063855292,714.667063855292,0,0.0123494214757994,0.107311946526493,-1.56615963726555,1.29707891848178,0.192612981101714,0.181394336639799,0.070499668258388,28.2390587657437,1.93948748051213e-175,"other","correct",0.8,1,1.33,6104,8694
1.44667019351049,0.616561526475635,0.808280763237818,0.242273671077359,0.139924438266546,1400.24438266546,0,0.0149583959803123,151.583959803123,0,0.124966042286234,0.100144848047871,-0.848447210300416,1.29707891848178,0.101863936135551,0.0954598671895542,0.0351077505899637,9.16357456527502,5.02060892817128e-20,"recalibration","correct",0.8,1,1.33,6104,8694
1.11138345287592,0.616561526475635,0.808280763237818,0.259374608494956,0.150590207443118,1506.90207443118,0,0.00429262680373986,44.9262680373986,1.75543579672421e-10,0.146297580639378,0.097916399528487,-0.413553847376838,1.29707891848178,0.0324879305044555,0.0291013016839321,0.0140252109963264,-1.76158539326588,0.0781393736201911,"optimal","correct",0.8,1,1.33,6104,8694
-2,0.552623114777719,0.77631155738886,-9.59795110211684,-1.82083006373261,-18207.3006373261,1,1.89152006005747,18917.2006005747,0,-3.71235012379007,0.498353536245563,3.7427724402889,1.33458599240008,0.765934273918183,0.668280922036481,0.629684137302231,155.270536275662,0,"other","incorrect",0.8,1,1.33,6104,8694
-1.5,0.552623114777719,0.77631155738886,-4.5465193541545,-1.2390619782478,-12389.619782478,1,1.30975197457266,13099.5197457266,0,-2.54881395282046,0.386001183520322,3.07547944408883,1.33458599240005,0.786893200386184,0.558613884568304,0.533354999046857,108.747357446031,0,"other","incorrect",0.8,1,1.33,6104,8694
-1,0.552623114777719,0.77631155738886,-2.11876159135277,-0.762162175544419,-7620.62175544419,1,0.832852171869281,8330.52171869281,0,-1.5950143474137,0.280986764376512,2.40818644788882,1.33458599240006,0.818198402249857,0.466479403297142,0.422571042185014,41.5480171744118,0,"other","incorrect",0.8,1,1.33,6104,8694
-0.5,0.552623114777719,0.77631155738886,-0.911377101192371,-0.3998982813635,-3997.982813635,1,0.470588277688361,4707.88277688361,0,-0.870486559051861,0.198190683356789,1.74089345168879,1.33458599240004,0.860214147521563,0.353403057033576,0.307259321588764,-22.6752426800186,7.86470260696496e-114,"other","incorrect",0.8,1,1.33,6104,8694
0,0.552623114777719,0.77631155738886,-0.301992786923732,-0.150991704001077,-1508.91704001077,1,0.221681700325938,2218.81700325938,0,-0.372673404327015,0.144443797270896,1.07360045548877,1.33458599240003,0.907950482291894,0.222505451132109,0.198661088427681,-33.2597206719327,1.47704361808594e-242,"no","incorrect",0.8,1,1.33,6104,8694
0.5,0.552623114777719,0.77631155738886,-0.00689419502214833,-0.0038112811784089,-37.112811784089,1,0.0745012775032702,747.012775032702,0,-0.0783125586816791,0.117116995870743,0.406307459288756,1.33458599240003,0.949123022712181,0.129787327158971,0.105545023219401,-23.1034853063388,4.2711568580368e-118,"other","incorrect",0.8,1,1.33,6104,8694
1,0.552623114777719,0.77631155738886,0.107804183995843,0.0597996342771922,598.996342771922,0,0.0108903620476692,110.903620476692,0,0.048909272229523,0.108111247251439,-0.260985536911222,1.3345859924,0.965733780595845,0.0864969688963265,0.0690833298661818,-8.08830733426437,6.04995918866799e-16,"other","incorrect",0.8,1,1.33,6104,8694
1.5,0.552623114777719,0.77631155738886,0.107810805776331,0.0598034259959943,599.034259959943,0,0.0108865703288673,110.865703288673,0,0.0489168556671269,0.108907134459458,-0.928278533111281,1.33458599240003,0.940196751981376,0.153436989976412,0.0712011632393844,8.26764910203944,1.36626317769564e-16,"other","incorrect",0.8,1,1.33,6104,8694
2,0.552623114777719,0.77631155738886,0.0265944317504964,0.0143467597564796,144.467597564796,0,0.0563432365683821,565.432365683821,0,-0.0419964768119025,0.113406553713541,-1.59557152931134,1.33458599240005,0.865855163918336,0.205086839358705,0.0841817011074394,25.5404168334541,7.01623450338388e-144,"other","incorrect",0.8,1,1.33,6104,8694
1.44667019351049,0.552623114777719,0.77631155738886,0.112097340408398,0.0622609741882243,623.609741882243,0,0.0084290221366372,86.290221366372,0,0.0538319520515871,0.108563737062219,-0.857105320392984,1.33458599240004,0.945277225210651,0.146847951867384,0.0702210971985597,6.48363675080647,8.95376463666163e-11,"recalibration","incorrect",0.8,1,1.33,6104,8694
1.24296124594884,0.552623114777719,0.77631155738886,0.119555159900718,0.0665511253464692,666.511253464692,0,0.00413887097839197,43.3887097839197,3.7867042834705e-10,0.0624122543680773,0.107721598562298,-0.585238212450609,1.33458599240001,0.959398038610191,0.120233816292647,0.067771106365079,-0.246447967180922,0.805335478538917,"optimal","incorrect",0.8,1,1.33,6104,8694
-2,0.627942682976306,0.813971341488153,-4.41559854590203,-1.20859616666945,-12084.9616666945,1,1.36602875801683,13662.2875801683,0,-2.57462492468628,0.353142041462052,3.61962015776714,1.3042094037636,0.61140133963523,0.610493963111589,0.461046055352076,97.3117973587756,0,"other","correct",0.9,1,1.33,6222,8736
-1.5,0.627942682976306,0.813971341488153,-2.22295115865258,-0.780470771199299,-7803.70771199299,1,0.937903362546672,9381.03362546672,0,-1.71837413374597,0.280808167552365,2.96751545588535,1.30420940376361,0.545424187253188,0.544809711904037,0.382631490215406,58.6696038744425,0,"other","correct",0.9,1,1.33,6222,8736
-1,0.627942682976306,0.813971341488153,-1.02053252785082,-0.433681037120087,-4335.81037120087,1,0.591113628467461,5913.13628467461,0,-1.02479466558755,0.21467329660441,2.31541075400354,1.30420940376361,0.465831820286357,0.463754771223688,0.300345576340046,24.8153212759176,6.12646347308402e-136,"other","correct",0.9,1,1.33,6222,8736
-0.5,0.627942682976306,0.813971341488153,-0.350053702322026,-0.170835359272513,-1707.35359272513,1,0.328267950619887,3284.67950619887,0,-0.4991033098924,0.160136347081537,1.66330605212174,1.30420940376361,0.363105362598534,0.359992670871706,0.217405102028066,-3.46990553638086,0.000520641439250137,"other","correct",0.9,1,1.33,6222,8736
0,0.627942682976306,0.813971341488153,0.0178915532060436,0.00946122331673414,95.6122331673414,0,0.147971368030639,1481.71368030639,0,-0.138510144713905,0.121781086487441,1.01120135023993,1.30420940376362,0.241599244801983,0.23865371312923,0.138213940556078,-19.7827383447632,4.19290864190284e-87,"no","correct",0.9,1,1.33,6222,8736
0.5,0.627942682976306,0.813971341488153,0.201900500252805,0.113495670664356,1135.95670664356,0,0.0439369206830179,441.369206830179,0,0.0695587499813378,0.101015299411815,0.359096648358119,1.30420940376363,0.112355958137482,0.11136829701152,0.0676036696652897,-17.8303511347438,4.10832851417078e-71,"other","correct",0.9,1,1.33,6222,8736
